	Virulent	Temperate
P6005_k119_155973_flag=1_multi=19.0000_len=24429	0.878800906	0.121199094
C3035_k119_22574_flag=0_multi=420.0000_len=58246	0.15	0.85
M2021_k119_58005_flag=1_multi=23.0000_len=4368	0.791226204	0.208773796
M2075_k119_66626_flag=0_multi=199.5268_len=49015	0.8625	0.1375
M2097_k119_67294_flag=1_multi=17.0000_len=2698	0.362005277	0.637994723
C3005_k119_76313_flag=1_multi=11.0000_len=21034	0.956943421	0.043056579
H4009_k119_19427_flag=0_multi=342.8083_len=78832_fragment_1	0.1375	0.8625
H4022_k119_175231_flag=3_multi=61.0095_len=6566	0.811878202	0.188121798
M2075_k119_89684_flag=1_multi=31.9792_len=83587_fragment_1	0.075	0.925
M2075_k119_19079_flag=1_multi=34.3294_len=71973_fragment_1	0.2375	0.7625
M2039_k119_54558_flag=0_multi=37.5756_len=3616	0.916879429	0.083120571
M2064_k119_330950_flag=3_multi=106.0000_len=46939	0.0375	0.9625
H4038_k119_100563_flag=0_multi=113.9653_len=65317_fragment_1	0.989267209	0.010732791
C3007_k119_19071_flag=0_multi=48.9919_len=130328_fragment_1	0.0125	0.9875
M2061_k119_22884_flag=1_multi=10.0000_len=17934	0.05	0.95
E5009_k119_58850_flag=1_multi=19.0000_len=25841	0.966478554	0.033521446
C3037_k119_26814_flag=1_multi=17.7629_len=35044	0.9625	0.0375
M2069_k119_81892_flag=0_multi=56.6059_len=101931_fragment_1	0.870044053	0.129955947
M2047_k119_16621_flag=1_multi=84.0000_len=145640_fragment_2	0.525	0.475
P6025_k119_46837_flag=0_multi=7.9472_len=2773	0.811878202	0.188121798
H4007_k119_130876_flag=1_multi=23.9972_len=40483	0.075	0.925
M2047_k119_79940_flag=1_multi=34.0000_len=48728	0.025	0.975
P6013_k119_14069_flag=0_multi=287.9000_len=71197	0.965182142	0.034817858
M2064_k119_97976_flag=0_multi=352.1955_len=86715_fragment_1	0.0125	0.9875
M2072_k119_185123_flag=1_multi=12.1128_len=19455	1	0
H4030_k119_79515_flag=1_multi=23.0000_len=31780	0	1
H4044_k119_96906_flag=0_multi=11.9711_len=3546	0.811878202	0.188121798
M2034_k119_105314_flag=0_multi=550.8095_len=131514_fragment_2	0.075	0.925
C3004_k119_111739_flag=1_multi=15.0000_len=43198	0	1
M2097_k119_83832_flag=1_multi=37.0000_len=57328	0.3	0.7
P6010_k119_63268_flag=1_multi=249.8017_len=26489	0.811878202	0.188121798
C3004_k119_98305_flag=1_multi=21.9964_len=115346_fragment_1	0	1
C3011_k119_24186_flag=0_multi=29.9877_len=47167_fragment_1	0.0625	0.9375
C3001_k119_64273_flag=1_multi=36.0000_len=38797	0.0125	0.9875
M2060_k119_73154_flag=0_multi=167.9243_len=88358_fragment_2	0.856168716	0.143831284
H4012_k119_19750_flag=1_multi=37.0000_len=29230	0.925	0.075
C3031_k119_63298_flag=0_multi=22.9811_len=23427	0.8	0.2
H4045_k119_147711_flag=1_multi=21.0000_len=22464	0.892566079	0.107433921
C3006_k119_74380_flag=1_multi=7.0000_len=2234	0.811878202	0.188121798
M2071_k119_20504_flag=1_multi=21.0000_len=53485_fragment_1	0.5	0.5
M2069_k119_207464_flag=0_multi=141.8893_len=25589	0.0125	0.9875
M2085_k119_99388_flag=0_multi=179.1916_len=30523	0.91289372	0.08710628
M2026_k119_86540_flag=3_multi=31.0052_len=6102	0.811878202	0.188121798
M2060_k119_133707_flag=0_multi=35.9805_len=36084_fragment_1	0.1375	0.8625
E5009_k119_75956_flag=1_multi=18.0000_len=63527	0.1	0.9
H4044_k119_63137_flag=1_multi=16.0000_len=26521	0.0125	0.9875
M2064_k119_317422_flag=1_multi=1419.0000_len=57864	0.025	0.975
H4013_k119_155953_flag=0_multi=61.8069_len=30126	0.0125	0.9875
C3011_k119_58271_flag=0_multi=51.9607_len=26105	0.4125	0.5875
M2075_k119_100736_flag=0_multi=52.9639_len=57712	0.1875	0.8125
C3028_k119_111459_flag=0_multi=17.9794_len=16590	0.811878202	0.188121798
C3035_k119_36370_flag=0_multi=76.9091_len=44016	0.0625	0.9375
C3029_k119_82672_flag=0_multi=90.3487_len=43692_fragment_1	0	1
M2010_k119_16084_flag=1_multi=60.0000_len=42861	0.0125	0.9875
C3010_k119_134423_flag=1_multi=46.0000_len=37613	0.0125	0.9875
C3022_k119_44980_flag=1_multi=41.0000_len=65346	0.975	0.025
H4044_k119_123977_flag=3_multi=125.0196_len=6482	0.811878202	0.188121798
C3010_k119_91169_flag=1_multi=51.0000_len=19962	0	1
M2014_k119_68216_flag=0_multi=34.8952_len=21201	0.84302175	0.15697825
H4039_k119_99317_flag=1_multi=19.0000_len=25639	0.785022026	0.214977974
H4008_k119_49214_flag=1_multi=13.0000_len=24654	0.837940529	0.162059471
C3028_k119_130221_flag=0_multi=45.9720_len=32293	0.844332672	0.155667328
C3004_k119_29251_flag=1_multi=17.0000_len=23519	0.874729764	0.125270236
P6025_k119_66732_flag=0_multi=54.3645_len=151422_fragment_1	0	1
M2103_k119_105698_flag=1_multi=20.0000_len=25370	0.675	0.325
H4019_k119_87968_flag=1_multi=15.4230_len=27478	0.928978554	0.071021446
H4009_k119_8686_flag=0_multi=27.9893_len=50770	0.0125	0.9875
P6005_k119_3753_flag=0_multi=15.0451_len=52858_fragment_1	0.0125	0.9875
H4004_k119_44292_flag=1_multi=18.4293_len=35412_fragment_1	0.891776421	0.108223579
P6014_k119_14001_flag=1_multi=63.9989_len=59381_fragment_1	0.325	0.675
P6024_k119_2429_flag=1_multi=22.0000_len=62628	0.0125	0.9875
E5013_k119_59494_flag=0_multi=49.7594_len=30765	0.097522026	0.902477974
M2042_k119_311042_flag=1_multi=112.9332_len=33631_fragment_1	0.950963114	0.049036886
M2061_k119_201933_flag=1_multi=470.1027_len=67892	0.85	0.15
P6010_k119_204584_flag=3_multi=42.0009_len=47132	0.075	0.925
C3004_k119_101015_flag=0_multi=210.8592_len=59774_fragment_1	0.0125	0.9875
H4031_k119_62265_flag=0_multi=50.2712_len=46969	0.1875	0.8125
C3006_k119_60825_flag=0_multi=105.8997_len=41992_fragment_1	0.979622388	0.020377612
M2021_k119_78027_flag=1_multi=40.0000_len=53554_fragment_1	0.0125	0.9875
P6010_k119_115990_flag=1_multi=108.0000_len=25256	0.025	0.975
C3032_k119_220_flag=1_multi=17.0000_len=20801	0.025	0.975
E5006_k119_91391_flag=0_multi=99.0396_len=35986	0.0375	0.9625
C3005_k119_182090_flag=1_multi=118.3047_len=56961_fragment_1	0.732544053	0.267455947
C3017_k119_67607_flag=0_multi=12.9914_len=28169	0.75833012	0.24166988
C3023_k119_49845_flag=1_multi=139.0000_len=109678	0.9875	0.0125
P6018_k119_56208_flag=0_multi=152.7293_len=22579	0.0125	0.9875
C3027_k119_92642_flag=1_multi=81.9780_len=73701_fragment_1	0.0625	0.9375
P6033_k119_41885_flag=0_multi=133.1102_len=82518_fragment_1	0.8125	0.1875
M2047_k119_42760_flag=0_multi=44.9518_len=36598	0.775	0.225
M2085_k119_142501_flag=3_multi=63.0101_len=6343	0.811878202	0.188121798
C3035_k119_30308_flag=1_multi=44.0936_len=62771_fragment_1	0.811878202	0.188121798
M2041_k119_138877_flag=0_multi=20.9787_len=18863	0.992566079	0.007433921
C3034_k119_19912_flag=0_multi=30.0106_len=72505_fragment_1	0.175	0.825
H4015_k119_193201_flag=0_multi=33.9490_len=33795	0.9125	0.0875
C3011_k119_58325_flag=0_multi=162.7249_len=234950_fragment_3	0.0375	0.9625
P6028_k119_104589_flag=0_multi=79.7584_len=26577	0.939813647	0.060186353
H4045_k119_136791_flag=0_multi=13.0000_len=7430	0	1
P6018_k119_102902_flag=0_multi=107.7648_len=24754	0.600110132	0.399889868
C3021_k119_175953_flag=0_multi=31.8881_len=74109_fragment_1	0	1
M2025_k119_161037_flag=0_multi=26.3900_len=123020_fragment_2	0	1
M2034_k119_188043_flag=1_multi=23.6773_len=32394	0.698624694	0.301375306
M2042_k119_393_flag=0_multi=58.4572_len=11603	0.931779094	0.068220906
H4024_k119_33547_flag=0_multi=13.9599_len=6600	0	1
H4022_k119_26443_flag=1_multi=41.0000_len=35061	0.0875	0.9125
E5006_k119_7352_flag=1_multi=41.0000_len=31906	0.025	0.975
E5013_k119_105023_flag=1_multi=83.0000_len=57230	1	0
C3029_k119_59973_flag=0_multi=107.5205_len=29577	0.697522026	0.302477974
M2034_k119_121246_flag=1_multi=75.0000_len=28705	0	1
H4038_k119_28032_flag=0_multi=1032.6880_len=69584	0.2875	0.7125
C3029_k119_91481_flag=0_multi=104.9568_len=45822_fragment_1	0.15	0.85
H4045_k119_205864_flag=3_multi=22.0032_len=6993	0.811878202	0.188121798
H4018_k119_8441_flag=0_multi=34.8191_len=7636	0.811878202	0.188121798
H4032_k119_44367_flag=0_multi=474.8000_len=116955_fragment_1	0.7125	0.2875
M2068_k119_61126_flag=1_multi=28.0000_len=33634	0	1
C3010_k119_41802_flag=1_multi=35.9956_len=79237_fragment_1	0.936302342	0.063697658
M2061_k119_218667_flag=1_multi=66.0000_len=23532	0.998044612	0.001955388
M2034_k119_89989_flag=1_multi=25.0000_len=32938	0.75	0.25
M2025_k119_27617_flag=0_multi=37.9443_len=51612_fragment_1	0.7125	0.2875
M2061_k119_25586_flag=1_multi=1255.8124_len=33023	0	1
M2103_k119_44244_flag=1_multi=11.0000_len=4647	0.811878202	0.188121798
H4045_k119_161578_flag=1_multi=29.0000_len=42507	0.8875	0.1125
M2025_k119_75860_flag=1_multi=18.0000_len=38352	0.992566079	0.007433921
C3016_k119_2823_flag=3_multi=2578.0646_len=101885	0.792676211	0.207323789
C3001_k119_44259_flag=1_multi=11.9381_len=25398	0.025	0.975
C3037_k119_76964_flag=1_multi=24.0000_len=46482_fragment_1	0.0125	0.9875
M2084_k119_182147_flag=1_multi=11.0000_len=37211	0.1125	0.8875
M2068_k119_133719_flag=0_multi=283.5988_len=28336	0.372522026	0.627477974
E5003_k119_90704_flag=3_multi=41.0071_len=5874	0.811878202	0.188121798
M2061_k119_204894_flag=1_multi=159.8532_len=125244_fragment_1	0	1
H4009_k119_109564_flag=1_multi=26.9949_len=101999_fragment_2	0	1
M2068_k119_57693_flag=1_multi=10.0000_len=4436	0.835661795	0.164338205
M2069_k119_125944_flag=0_multi=41.3014_len=171139_fragment_1	0	1
M2014_k119_15397_flag=1_multi=40.0000_len=37831	0.025	0.975
C3005_k119_137383_flag=1_multi=15.0000_len=41679	0.25	0.75
H4045_k119_200167_flag=1_multi=75.0000_len=36037	0	1
C3027_k119_69068_flag=0_multi=70.6779_len=166449_fragment_1	0	1
P6028_k119_130149_flag=0_multi=57.8515_len=180090_fragment_1	0	1
P6012_k119_16553_flag=0_multi=1873.3243_len=39447	0.5625	0.4375
E5004_k119_443_flag=0_multi=40.9606_len=20410	0.811878202	0.188121798
H4018_k119_57214_flag=0_multi=81.1032_len=4093	0.811878202	0.188121798
H4008_k119_248455_flag=3_multi=58.0012_len=49141	0.3	0.7
C3023_k119_3976_flag=1_multi=89.0000_len=15870	0.904874152	0.095125848
C3028_k119_38497_flag=0_multi=17.9898_len=33294_fragment_1	0.9875	0.0125
C3011_k119_191401_flag=3_multi=103.0021_len=48140	1	0
H4008_k119_137077_flag=0_multi=27.9836_len=33099	0.0125	0.9875
M2034_k119_211825_flag=0_multi=45.9597_len=22437	0.92855122	0.07144878
C3008_k119_7522_flag=1_multi=21.0000_len=54514	0.0375	0.9625
P6018_k119_158105_flag=0_multi=44.9602_len=44286_fragment_1	0.761451454	0.238548546
H4032_k119_82365_flag=0_multi=151.7233_len=32557	0.8375	0.1625
M2085_k119_51431_flag=0_multi=249.9891_len=72261_fragment_1	0.175	0.825
M2061_k119_265543_flag=3_multi=229.0052_len=44499	0.9875	0.0125
E5009_k119_49639_flag=0_multi=130.0963_len=181650_fragment_2	0.342566079	0.657433921
M2047_k119_169195_flag=0_multi=117.0000_len=36876	0.532874449	0.467125551
C3028_k119_18726_flag=0_multi=40.9695_len=27683	0.849015252	0.150984748
H4012_k119_17145_flag=1_multi=24.0000_len=67475_fragment_1	0.2	0.8
E5013_k119_114963_flag=0_multi=38.9767_len=32783	0.225	0.775
M2039_k119_103057_flag=0_multi=43.4220_len=40827	0.175	0.825
C3034_k119_41831_flag=0_multi=75.9906_len=165831_fragment_1	0	1
H4014_k119_122309_flag=3_multi=40.0009_len=42543	0.0125	0.9875
M2068_k119_171141_flag=0_multi=739.7078_len=28022	0.7375	0.2625
P6014_k119_53287_flag=0_multi=69.9776_len=123106_fragment_2	0.15	0.85
H4028_k119_11214_flag=0_multi=195.8106_len=41303	0.960875008	0.039124992
C3012_k119_98210_flag=0_multi=150.0000_len=53712	0	1
C3001_k119_15028_flag=0_multi=35.1948_len=31087	0	1
C3013_k119_702_flag=1_multi=18.7694_len=24455	0.025	0.975
C3031_k119_53524_flag=0_multi=30.9790_len=57223_fragment_1	0.85	0.15
C3008_k119_27791_flag=0_multi=55.9543_len=24174	0.0125	0.9875
M2068_k119_84183_flag=1_multi=20.5133_len=8382	0.913270925	0.086729075
P6035_k119_89440_flag=1_multi=52.0000_len=24703	0.755396476	0.244603524
M2069_k119_52349_flag=0_multi=70.5423_len=22907	0.911555034	0.088444966
M2047_k119_93233_flag=0_multi=180.4080_len=107154_fragment_1	0.0125	0.9875
M2014_k119_43461_flag=1_multi=67.9960_len=331584_fragment_6	0.025	0.975
M2061_k119_251940_flag=0_multi=75.9753_len=60769	0.05	0.95
H4023_k119_258385_flag=1_multi=15.0000_len=31759	0.05	0.95
C3004_k119_146132_flag=1_multi=32.0000_len=40100	0.950110132	0.049889868
C3032_k119_166468_flag=1_multi=150.9544_len=65931	0.7125	0.2875
H4015_k119_84586_flag=1_multi=18.0000_len=29988	0	1
M2061_k119_143815_flag=0_multi=488.1740_len=36609	0.1	0.9
C3011_k119_21726_flag=0_multi=312.9731_len=231796_fragment_2	0.075	0.925
P6018_k119_31795_flag=1_multi=10.8935_len=6691	0.997298624	0.002701376
M2042_k119_353586_flag=1_multi=38.0000_len=83758	0.927698238	0.072301762
M2060_k119_89797_flag=0_multi=13.9422_len=42621_fragment_1	0.2125	0.7875
H4022_k119_24941_flag=0_multi=234.6622_len=50671_fragment_1	0	1
P6009_k119_52243_flag=0_multi=97.9194_len=48233	0.899446177	0.100553823
M2079_k119_123320_flag=1_multi=18.0000_len=31143	0.0375	0.9625
C3021_k119_114755_flag=0_multi=37.9910_len=82767_fragment_3	0.7375	0.2625
E5004_k119_73334_flag=0_multi=23.1053_len=22753	0.953220823	0.046779177
H4006_k119_29747_flag=0_multi=84.9030_len=98628_fragment_1	0.1375	0.8625
M2075_k119_146110_flag=1_multi=23.0000_len=6259	0.811878202	0.188121798
C3022_k119_251869_flag=3_multi=27.0048_len=5746	0.932011278	0.067988722
H4038_k119_108854_flag=0_multi=49.2174_len=27074	0.972298624	0.027701376
C3032_k119_139423_flag=0_multi=76.9300_len=43552	0.844332672	0.155667328
M2060_k119_120905_flag=0_multi=50.1377_len=45697_fragment_1	0.0875	0.9125
M2068_k119_190741_flag=0_multi=89.9339_len=32708	0.846569832	0.153430168
H4040_k119_19585_flag=1_multi=12.0000_len=17654	0.870555662	0.129444338
H4023_k119_77466_flag=1_multi=25.5556_len=91960_fragment_1	0	1
M2077_k119_94354_flag=0_multi=24.9786_len=22583	0.9875	0.0125
M2061_k119_59897_flag=0_multi=158.9496_len=62791_fragment_1	0.0375	0.9625
H4017_k119_48778_flag=1_multi=56.0000_len=50311	0.998044612	0.001955388
M2014_k119_90532_flag=1_multi=18.0000_len=20933	0.0125	0.9875
C3023_k119_24440_flag=1_multi=22.0000_len=61081	0.9875	0.0125
C3036_k119_18069_flag=1_multi=7.0000_len=3457	0.827299866	0.172700134
M2041_k119_80550_flag=1_multi=32.0000_len=40850	0.05	0.95
H4017_k119_90121_flag=0_multi=146.0439_len=35409_fragment_1	0	1
P6012_k119_47963_flag=1_multi=14.0000_len=30799	0.875	0.125
C3031_k119_110500_flag=1_multi=18.0000_len=28534	0.871321705	0.128678295
C3011_k119_16973_flag=0_multi=33.9735_len=25017	0	1
M2072_k119_141852_flag=0_multi=164.8396_len=36918	0.0625	0.9375
C3005_k119_182583_flag=1_multi=33.0000_len=65525	0.775	0.225
M2084_k119_22480_flag=1_multi=28.9881_len=23556	0	1
H4024_k119_156876_flag=1_multi=18.0000_len=44942	0	1
E5006_k119_87236_flag=1_multi=23.0000_len=6564	0.811878202	0.188121798
H4013_k119_109506_flag=1_multi=17.9965_len=34512	0	1
M2014_k119_66542_flag=0_multi=93.9208_len=23590	0.0625	0.9375
C3028_k119_136937_flag=3_multi=76.0007_len=109499	0.1875	0.8125
E5009_k119_107967_flag=1_multi=50.0000_len=43297	0.986451454	0.013548546
M2084_k119_17551_flag=1_multi=19.0000_len=20699	0.8875	0.1125
H4001_k119_5710_flag=0_multi=21.6721_len=32676	0.952588106	0.047411894
H4035_k119_71003_flag=1_multi=81.9731_len=60235_fragment_1	0.7	0.3
C3010_k119_6513_flag=0_multi=55.7266_len=61307	0.05	0.95
H4045_k119_109009_flag=1_multi=22.0000_len=37748_fragment_1	0.025	0.975
C3015_k119_96873_flag=0_multi=14.9931_len=40676_fragment_1	0.8125	0.1875
C3022_k119_62989_flag=0_multi=65.0000_len=45062	0.2	0.8
M2061_k119_203555_flag=1_multi=61.0000_len=16135	0.942629403	0.057370597
M2064_k119_297756_flag=0_multi=460.7712_len=23747	0.986381236	0.013618764
C3032_k119_118310_flag=1_multi=217.0000_len=91020	0.999210342	0.000789658
H4009_k119_21121_flag=0_multi=288.8161_len=31443	0.9125	0.0875
M2064_k119_112110_flag=0_multi=107.6906_len=123149_fragment_2	0.325	0.675
C3015_k119_62005_flag=0_multi=612.0516_len=84035_fragment_1	0.0125	0.9875
H4008_k119_59435_flag=0_multi=16.0000_len=18289	0	1
M2085_k119_15196_flag=0_multi=16.9881_len=27098	0.934154765	0.065845235
M2060_k119_139337_flag=1_multi=56.9005_len=39523	0.0125	0.9875
P6016_k119_100096_flag=0_multi=34.9766_len=29174	0	1
M2028_k119_39169_flag=0_multi=44.9760_len=36773	0.765088106	0.234911894
E5002_k119_37865_flag=1_multi=20.0000_len=27160	0	1
C3004_k119_105839_flag=1_multi=57.0000_len=172576_fragment_2	0.025	0.975
H4043_k119_8977_flag=0_multi=27.9376_len=8767	0.85568782	0.14431218
M2028_k119_144944_flag=3_multi=17.0028_len=6292	0.816311563	0.183688437
C3017_k119_37838_flag=1_multi=24.0000_len=42753	0.025	0.975
P6009_k119_81323_flag=0_multi=34.9766_len=29159	0.975	0.025
C3003_k119_71959_flag=0_multi=90.9663_len=53488_fragment_1	0.931566659	0.068433341
M2047_k119_139772_flag=0_multi=68.0000_len=41487	0	1
M2026_k119_86548_flag=3_multi=18.0036_len=5066	1	0
C3027_k119_93012_flag=0_multi=66.9734_len=99346_fragment_1	0.025	0.975
H4013_k119_108859_flag=0_multi=57.3434_len=40070	0.75	0.25
M2083_k119_216_flag=0_multi=533.8792_len=66342	0.1625	0.8375
P6010_k119_30285_flag=0_multi=68.8801_len=72272	0	1
E5004_k119_25453_flag=0_multi=25.8123_len=69208_fragment_1	0.0625	0.9375
M2041_k119_23763_flag=1_multi=74.0000_len=104465	0.957544053	0.042455947
P6009_k119_53041_flag=0_multi=48.8280_len=11284	0.961930606	0.038069394
E5009_k119_14231_flag=0_multi=132.7399_len=41120	0.888270925	0.111729075
H4010_k119_96373_flag=0_multi=52.8556_len=40656	0.0375	0.9625
M2084_k119_31860_flag=0_multi=185.2950_len=26498	0.025	0.975
H4018_k119_61051_flag=0_multi=96.3390_len=39064	0.0125	0.9875
P6012_k119_47750_flag=0_multi=108.9223_len=55737_fragment_1	0	1
C3023_k119_90561_flag=1_multi=13.0000_len=25713	0.615951776	0.384048224
H4045_k119_64443_flag=0_multi=77.9411_len=26246	0.925	0.075
M2060_k119_145962_flag=1_multi=46.7734_len=117227_fragment_3	0.0375	0.9625
H4027_k119_80032_flag=1_multi=16.0000_len=17165	0.888055613	0.111944387
E5009_k119_33150_flag=0_multi=15.9899_len=29896	0.125	0.875
H4022_k119_175227_flag=3_multi=68.0011_len=60889	0	1
M2047_k119_131626_flag=0_multi=21.9927_len=57992_fragment_1	0.2125	0.7875
M2084_k119_57955_flag=1_multi=24.9227_len=38349	0	1
H4004_k119_22173_flag=0_multi=17.9902_len=34703	0	1
M2084_k119_231608_flag=3_multi=57.0099_len=5884	0.811878202	0.188121798
E5013_k119_89237_flag=1_multi=16.0000_len=19256	0.2125	0.7875
C3032_k119_182009_flag=1_multi=39.2763_len=37238	0.898044612	0.101955388
M2042_k119_249151_flag=1_multi=33.0000_len=23354	0.844091858	0.155908142
E5002_k119_45405_flag=0_multi=14.6971_len=25193_fragment_2	0	1
C3012_k119_55075_flag=0_multi=129.8992_len=51301	0.2125	0.7875
M2103_k119_140256_flag=1_multi=7.0000_len=2292	0.811878202	0.188121798
E5009_k119_44989_flag=0_multi=52.9773_len=45952	0	1
H4038_k119_50738_flag=0_multi=213.8623_len=31064	0.890198238	0.109801762
E5009_k119_4721_flag=0_multi=155.7187_len=22158	0.935022026	0.064977974
H4017_k119_98351_flag=1_multi=24.9813_len=25776	0.975	0.025
P6018_k119_105771_flag=0_multi=52.9009_len=66417_fragment_1	0	1
C3001_k119_48094_flag=0_multi=492.2200_len=284392_fragment_3	0.095044053	0.904955947
M2024_k119_21248_flag=1_multi=13.0000_len=21268	0	1
C3016_k119_95831_flag=1_multi=8.0000_len=3214	0.811878202	0.188121798
M2061_k119_194009_flag=1_multi=9.3377_len=4513	0.811878202	0.188121798
C3009_k119_22321_flag=1_multi=791.0000_len=49336_fragment_1	0.0125	0.9875
H4023_k119_258806_flag=0_multi=58.5427_len=51842_fragment_1	0.1625	0.8375
P6037_k119_40915_flag=0_multi=51.3196_len=31486	0.0875	0.9125
C3029_k119_8460_flag=0_multi=23.9453_len=8535	0.0125	0.9875
C3016_k119_22459_flag=0_multi=41.9786_len=76933	0.7	0.3
M2039_k119_70468_flag=0_multi=17.9752_len=13817	0.0125	0.9875
M2083_k119_51978_flag=0_multi=19.9828_len=22201	0.811878202	0.188121798
M2085_k119_54721_flag=0_multi=400.9014_len=166376_fragment_2	0.5625	0.4375
H4039_k119_152028_flag=1_multi=114.8496_len=66416	0.0125	0.9875
M2048_k119_79568_flag=0_multi=283.2491_len=80973	0.972742291	0.027257709
M2068_k119_87361_flag=1_multi=42.0000_len=29054	0	1
H4008_k119_76370_flag=0_multi=29.0000_len=40644	0.7625	0.2375
C3035_k119_8835_flag=0_multi=83.9740_len=67161	0.2	0.8
M2061_k119_172891_flag=0_multi=36.9692_len=46947	0.8375	0.1625
P6016_k119_70936_flag=0_multi=39.1176_len=29439	0.0125	0.9875
P6009_k119_14486_flag=1_multi=57.0000_len=36495	0.875	0.125
H4016_k119_51657_flag=1_multi=10.0000_len=5542	0.811878202	0.188121798
H4009_k119_48235_flag=0_multi=67.9466_len=44891	0.713132718	0.286867282
H4010_k119_67217_flag=1_multi=14.0000_len=2862	0.9250247	0.0749753
H4027_k119_25589_flag=0_multi=41.9701_len=27555	0.855023865	0.144976135
H4023_k119_31179_flag=0_multi=20.0000_len=3423	0.811878202	0.188121798
M2084_k119_41669_flag=1_multi=75.0000_len=140647_fragment_1	0	1
H4020_k119_16086_flag=0_multi=135.9266_len=36927	0.865088106	0.134911894
P6009_k119_31842_flag=0_multi=295.7924_len=56946	0.1	0.9
P6017_k119_175344_flag=1_multi=208.0000_len=182201	0.95	0.05
H4023_k119_119309_flag=1_multi=39.0834_len=67764_fragment_1	0.025	0.975
P6018_k119_35677_flag=1_multi=72.9695_len=47300	0.860764876	0.139235124
M2028_k119_91950_flag=0_multi=104.9589_len=50712_fragment_1	0	1
